gene,p.value,logfc
Awat2,0.9002612726077363,0.120423175
Gabbr1,0.8306436453790131,-0.06492432
Rpl21-ps4,0.9004980937558372,0.12735723
Mss51,0.8304538116885629,-0.16190709
Prim2,0.9005171024805573,0.04321292
Rtkn,0.8301488133281549,-0.025750253
Ndrg3,0.9005410528310305,0.018915914
Igtp,0.8298248964831132,-0.06733721
2410002F23Rik,0.9008627967195126,0.023324233
Nxnl2,0.829765489874692,-0.090198636
Mgat3,0.9013515236544416,0.022437423
Mettl5,0.829697236774555,-0.032606676
Fkbp6,0.9016466693662669,0.2141756
Dda1,0.8296685035950884,-0.024303317
Ocm,0.9021758761038681,0.19858046
Thsd1,0.8295168135142887,-0.17374437
Gbp7,0.9022736344378371,0.05363402
Inpp1,0.8292432374645902,-0.049872123
Kbtbd4,0.9023738835366658,0.030952696
Rbms1,0.8291602555881711,-0.12342052
Ddit4l,0.9031243799556399,0.1970819
Nuak1,0.8290206168792844,-0.22072157
Il11,0.9031904728257014,0.21083704
Ccdc68,0.8288580839761347,-0.03920858
RP23-53O7.2,0.9036370484417398,0.21058752
1190002N15Rik,0.8288454106147555,-0.09372601
Dab1,0.9036585453378357,0.048758302
Prpf19,0.8287116622354813,-0.02290124
Tmem43,0.9040198041702664,0.045648083
Mapre2,0.828700714804645,-0.024211299
Hba-a2,0.9040974636207869,0.1508775
Eri1,0.828545268275479,-0.037651684
Fam219a,0.9042213577984998,0.091237634
Adamts7,0.8284218643401955,-0.17448841
Hdac7,0.9043704920227151,0.0571734
Smarcal1,0.828402327241012,-0.07390841
Lemd2,0.9044901679238996,0.025808211
Nod2,0.8279224291643758,-0.22262827
Cfap57,0.904602023223119,0.14538944
Slc25a45,0.8278240814156522,-0.15737334
Rnf183,0.9047109875358588,0.20752737
Lamtor5,0.8276406923964899,-0.015128311
Zfp281,0.9047325409290937,0.031815674
Id3,0.82758138015055,-0.04724313
Tnfsf15,0.9047394177958749,0.20748603
Aldh3a2,0.8270557814578332,-0.019525563
Pms2,0.9049223703782623,0.03579117
Nfkbie,0.8269335590889411,-0.13421741
1810030O07Rik,0.9051224827716557,0.021436788
Rnf2,0.8264401772966068,-0.03857644
Trim39,0.9051965034300169,0.032903846
Tmem42,0.8262762724739559,-0.031513967
Rnf216,0.9052429509883344,0.022325976
Trmt1,0.8260819180943644,-0.029092746
Lamtor4,0.9054035445036218,0.0081247175
Prox1os,0.8256808791860089,-0.18029113
Zfp292,0.9057014782963415,0.014341404
1700086L19Rik,0.8253402906461622,-0.33565322
Igsf5,0.9060129413953263,0.018286318
Zpbp2,0.8249943598989686,-0.3848165
3110056K07Rik,0.9063079180421947,0.031923093
Ppp2r4,0.8249399537115075,-0.028027108
Faap100,0.9066511033871147,0.022792961
Mb21d2,0.8247146115114714,-0.10137294
Prox2,0.9067160568191943,0.20053464
Creg1,0.8246533343798994,-0.030189512
Hdac2,0.9068178511966132,0.013306227
Ybey,0.8245405310034268,-0.07487235
Fry,0.9069880741904699,0.09096988
Tob1,0.8244069447142757,-0.03504863
Ccl20,0.9070046773649293,0.14453016
BC031181,0.8243547727790321,-0.01482749
Gpalpp1,0.9071803239971505,0.024445081
Unc119,0.8243204545481169,-0.06075558
Tmem98,0.9073903011320388,0.011694621
Map3k6,0.8240740399588822,-0.26447418
Tnfrsf10b,0.9079779712835199,0.06603793
Nampt,0.8237021335412189,-0.041337892
Bcas2,0.9081143982815333,0.00986537
Psd3,0.8231082181650882,-0.02869999
Pla2g3,0.9083635077606577,0.20029104
Cpa2,0.8229847762020441,-0.21052106
2010107G12Rik,0.9085541228009569,0.061456177
Vrk1,0.822775330331728,-0.0418119
Lss,0.908611005859297,0.032013133
Rpain,0.8225084447520918,-0.044884708
Snrnp27,0.9087201698542242,0.010428832
Rxra,0.8224100444835394,-0.077766016
Smc2os,0.9088540076290617,0.09268976
Acsl1,0.8222357762492578,-0.05347287
Fcgrt,0.9089673322375463,0.039974544
Sms,0.8213653933308246,-0.03263326
Myd88,0.9097863244254343,0.023559105
Nol8,0.8213586781761254,-0.048537157
Pawr,0.9101438033109635,0.02836983
Mrpl20,0.8213280363893348,-0.014524719
Ptprn2,0.9104121064104771,0.10442965
Rad23b,0.8212582186407565,-0.021233214
St7,0.9105673901891749,0.051982637
Cenpj,0.8212503525561698,-0.07614682
4930509G22Rik,0.9107200895662082,0.19602907
Pym1,0.8212228695783466,-0.037086572
Calml3,0.9108279364880807,0.0997445
Dcdc2b,0.8209587596207599,-0.17205004
Cox11,0.9108372103838991,0.018890046
Gm42921,0.8207262634346403,-0.23724651
Pirb,0.9108798894416187,0.13891217
Defb36,0.8207042695050003,-0.23705721
Mettl3,0.9110689622998831,0.021599572
Unc79,0.8205191662219786,-0.4737398
Nags,0.9110729150493807,0.028738728
Wbp4,0.8203361026406024,-0.025512164
Ankle2,0.9112292465279058,0.027413707
Acss3,0.819999387467274,-0.2723704
Tmed2,0.9113425570880402,0.007851856
Ubald2,0.81998313817516,-0.015183543
Dyrk1b,0.9115200530306188,0.027420368
Wdr41,0.8192571206768764,-0.05219196
Cyp4f16,0.9115214026332756,0.021328393
Syncrip,0.819059894672811,-0.026273774
Gm15133,0.9115888455154206,0.19617808
Zxdc,0.8189048832660779,-0.058776435
Gm5595,0.9116419334901978,0.04664948
Mkrn1,0.8185413821981016,-0.020573944
5033403F01Rik,0.9119131363495129,0.11058543
Zfp39,0.817237876744428,-0.12223137
Cap2,0.9123508897938064,0.18286428
Gm8394,0.8171507758115737,-0.09872069
Strn4,0.9123950051414306,0.015117297
Iqcg,0.8169870889768945,-0.11768702
Pgk1-rs7,0.9126418850842446,0.22520629
Pradc1,0.816873639038083,-0.033954144
Cfap74,0.9128604572151999,0.08009117
Arhgap19,0.8168145494392887,-0.120371066
Tk2,0.9129516105543798,0.032045618
G6pc3,0.8168102053530575,-0.029814335
Isy1,0.9133680079956279,0.022221912
Snx3,0.8164287765833189,-0.017148692
Anapc7,0.9134983991028816,0.017455785
Qsox2,0.8163955057628975,-0.05843188
Tcea2,0.9136350794462164,0.059049934
Rufy2,0.8162149204025244,-0.09717214
Bcorl1,0.9136964746365861,0.030396583
Abcc4,0.8162077059328341,-0.09974673
Dynlt1f,0.9142636352964059,0.011185788
Aggf1,0.8161930503254028,-0.033143934
Tmem53,0.9142926677509007,0.031006573
A930015D03Rik,0.8157665103037122,-0.2824204
Lsm10,0.9143882739508021,0.016850814
Cd99l2,0.815549024277657,-0.058727454
Mmp11,0.9145622730824935,0.11653274
A130051J06Rik,0.8155322223546064,-0.12712857
Nus1,0.9150303947118696,0.0131334765
Ubl7,0.8155114110875695,-0.022957454
Ylpm1,0.9150558889993012,0.018049289
Gm26515,0.8154545090084403,-0.40881318
Fig4,0.9151537145104889,0.02329753
Depdc1b,0.8154434108906223,-0.27569893
Gm26908,0.9155242496293643,0.14246014
Sp2,0.8153035109768795,-0.072323054
Mkl2,0.915853617187587,0.020040793
Cep290,0.8148384601191636,-0.04479996
Rhebl1,0.9159892221724277,0.051754314
Rprd2,0.8146219838503257,-0.044898324
Cdadc1,0.9162972566017675,0.027029108
Raver1,0.8143312568460659,-0.041469093
Rab13,0.9164051797020454,0.01720525
Cenpq,0.8143256909090252,-0.040107973
Ltbp4,0.9165262906153484,0.18208463
Efnb1,0.8135142378560836,-0.033707313
Ino80e,0.9166074433142655,0.014336066
Klhl42,0.8134779379528967,-0.08143116
Slc30a6,0.9167796958901009,0.022683194
Zfyve21,0.8134563114474463,-0.037199438
Tbl3,0.9168379875677126,0.02064611
G6pdx,0.8133619483235891,-0.04518979
Nop2,0.9169604697175968,0.021334864
Sdhaf3,0.813198229520629,-0.052825835
Nup88,0.9174462491189295,0.0169411
B9d1,0.8126830057034764,-0.037501197
Med4,0.9174931052011656,0.016630512
Kansl2,0.8126428850130641,-0.03385463
Zfp120,0.917659430212842,0.01775805
Polr2b,0.8126183638138241,-0.036141742
Zfp664,0.9181178441764453,0.013490162
Cdkn2b,0.8125777950530982,-0.10702496
Samd8,0.918534306728985,0.031110331
Slc7a6,0.8123753567642975,-0.086117454
Rgp1,0.9186491248654249,0.023670992
Golga1,0.8116785294643436,-0.04481728
Irf3,0.9188235584460815,0.011247959
Surf2,0.8111959495519478,-0.04024077
Vstm5,0.9193082897775864,0.047332194
Zmiz2,0.810890107271214,-0.03635511
Rab42,0.919742453691486,0.1152528
Ttll12,0.8108755598051427,-0.06413465
Tatdn3,0.9201684069811655,0.032433067
Hps3,0.8104866774677786,-0.07626093
Scn3a,0.9202324703042163,0.1726371
Ovgp1,0.8104452619026716,-0.38555568
Exosc5,0.9203184158346613,0.011800779
Usp5,0.8100500684149261,-0.036343187
Med11,0.9211503868874087,0.018056646
Xntrpc,0.8099487795552562,-0.39138728
Greb1l,0.9211582107197186,0.122278616
Gm43915,0.8098044867748757,-0.4124113
Mogat2,0.9211789661001817,0.04055293
8030462N17Rik,0.8095798041830391,-0.16205627
Ankrd13d,0.9221026078690661,0.113442875
Mblac2,0.8094562373076961,-0.05268558
Aftph,0.9222557950779672,0.014013153
Rnf139,0.8091323000467923,-0.05501982
Wdr27,0.9223700740550463,0.16945013
Tlcd2,0.8086932134176955,-0.047669448
Slc25a35,0.9226212284383382,0.020813491
Ykt6,0.8085488596284186,-0.03261619
Cks1b,0.923021619140292,0.017260078
1600002K03Rik,0.8082331845177211,-0.034019213
Ppt2,0.9233195812076418,0.013848715
Mrpl32,0.807968807219761,-0.021468163
Hars,0.9234566600390891,0.014344793
Fam227a,0.8079360227048358,-0.1976227
Ppp1r11,0.9238385269763889,0.0077516627
Fbxw17,0.8074376486021067,-0.07746897
Ager,0.9240594373829156,0.079923116
Spryd3,0.8073904395304203,-0.060760036
Nanos3,0.9241311713039501,0.060083527
Gm13856,0.8073714558449011,-0.3863689
Ring1,0.9242422445252227,0.014844476
Sgcb,0.807341155468725,-0.08291675
Nob1,0.9245962858700509,0.0147317955
2010103J01Rik,0.8071623762555974,-0.421024
Nfil3,0.92464865195651,0.05459587
Slc2a9,0.8070036289387273,-0.12083328
Ak2,0.924930796702782,0.0059191976
Adk,0.8069777738559265,-0.044167407
Pdss2,0.9249669650987878,0.013317786
Ffar4,0.8067390298731907,-0.12222879
Gm561,0.9250807088609911,0.013248076
Tmx2,0.806688284934807,-0.030847324
Caap1,0.925236934578016,0.017845454
Pcdhb4,0.8066577403225146,-0.30602667
Ceacam10,0.9255220106652143,0.046802357
Pex12,0.8065007706014662,-0.05800383
Gm7221,0.9256026040759602,0.11802218
Zdhhc14,0.8064675402785069,-0.08864116
Ntrk2,0.9257275254801736,0.19104841
Tgs1,0.8056538412395291,-0.044363204
Oraov1,0.9257680909027537,0.018876318
Mob3b,0.8047530039474088,-0.07497442
Adgre5,0.9262734920513098,0.026384583
A730011C13Rik,0.8047220662049768,-0.2963857
Spsb1,0.9264689700397729,0.060034785
Rab11fip4,0.8046242499235008,-0.043889575
Gm9938,0.9266598874299548,0.10353837
Syt1,0.8045142232446092,-0.3675687
Gsk3a,0.9266630084526104,0.016702868
Tagln2,0.8044117322823428,-0.031214582
Ccdc47,0.9266991292331825,0.0106798215
M6pr,0.8041711539002393,-0.025219677
Prkab2,0.927123021881088,0.051103305
Cstf2t,0.8038182942455007,-0.056409586
Gm38336,0.9271277516323624,0.10609879
Wdr18,0.80352593534054,-0.034688834
Tmx1,0.9271969884018875,0.010195521
Hap1,0.8032556749402637,-0.046677295
Slc6a7,0.9272280129223691,0.06742072
Eif3i,0.8032507378355839,-0.014804799
Rab2b,0.9273739211158029,0.030458277
H2afv,0.803244380206456,-0.017023198
Cuta,0.927455043984831,0.0072447336
Mrrf,0.8029722932570105,-0.0362479
Prmt6,0.9277268364486531,0.02634241
Slc5a4a,0.8029203005558474,-0.31299856
Adcy8,0.9278194686670109,0.15909372
Lrrc61,0.8028410173096917,-0.07965974
Slc25a22,0.9279457721898436,0.027716814
Clint1,0.8026540359457139,-0.033573728
Acads,0.9282054286287611,0.008783057
Rab40b,0.8026394306595757,-0.20464393
Gsdma,0.928627781745994,0.08032499
Micall1,0.8025842837923848,-0.06268042
Fggy,0.9286455050388607,0.04177991
Uchl5,0.8021356046983861,-0.030951913
Gprasp1,0.9287087709463122,0.031479765
Prdm11,0.8019268032254385,-0.1636206
Cd101,0.9287307699450986,0.18335171
Skiv2l2,0.8017242205123621,-0.04643968
Stat3,0.9289688770297349,0.01603537
Gm15658,0.8015773098564317,-0.10593612
Gm15860,0.9289830958575193,0.05882355
Nucb1,0.8014854672417154,-0.026810342
Ap2s1,0.9290437417711824,0.0058197007
Rgs17,0.8010227954822577,-0.44469988
Ubxn11,0.9293254815624576,0.063759655
Eme1,0.8009891256568047,-0.13215137
Acsf2,0.9296938997485286,0.051999155
Alg11,0.8007183655192187,-0.068975575
Ddx43,0.9297859898489323,0.15383999
Api5,0.800538242205843,-0.03717469
Stk19,0.9301808686559279,0.011924991
Eps8l2,0.8004101841492816,-0.028635377
1110004E09Rik,0.9302568102470973,0.012142294
Spag5,0.8000316500324733,-0.10490078
Rims4,0.9303758099787458,0.09540324
Brd3,0.7999351693668115,-0.029551376
Hpd,0.9316000553604923,0.018023547
Mrps9,0.7999072559391831,-0.030919032
Nsg1,0.9319847447276912,0.09023877
Ephx2,0.7996285394727232,-0.08160076
Unkl,0.9319992060121791,0.0382521
Tomm6os,0.7996165468839653,-0.38973618
Gm15743,0.9321929917125099,0.06622965
Cyp3a44,0.7994365071635693,-0.26600528
Ccsap,0.9325538417939424,0.07254688
Pask,0.7992068275007076,-0.18292418
Exd1,0.9325717245268483,0.1473833
Lats1,0.7991600881355017,-0.041461147
Snap29,0.9326529726537498,0.01486279
Trappc1,0.7990339997608229,-0.022524314
Pid1,0.9330028569079787,0.08931694
Nat8,0.7984359040797304,-0.17605545
Ap5m1,0.9330176348453441,0.022928042
Mkrn2,0.7981915631856806,-0.053604107
Tet1,0.9334915170887788,0.026724925
Khdrbs3,0.7979649559134467,-0.16341853
Gm27017,0.9338876012420863,0.1475504
Lurap1,0.7978156844480403,-0.2627338
RP23-458C8.2,0.9345119541131528,0.1350978
Lyrm9,0.7977893775541748,-0.04358709
Wdr73,0.9345757806929036,0.015719902
Kcnk5,0.7977020577885293,-0.1439726
Iws1,0.9346047072005492,0.012533044
Enpp6,0.797662803804918,-0.32185695
Spon2,0.934909660987958,0.03878193
BC052040,0.7974798002461392,-0.088997096
Tmtc4,0.9350605412277255,0.02095683
Ints9,0.7974289900501855,-0.056369074
Exoc4,0.9352640109485097,0.016318403
Rnls,0.7974144213314193,-0.07437453
Scfd2,0.9355563099725671,0.031288028
Mta2,0.7972563345980068,-0.02861802
Gm26810,0.9355671022399199,0.14194885
Hs2st1,0.797150983007255,-0.06328416
Gm15952,0.9356309027465304,0.045610055
Slc5a4b,0.796582878800806,-0.413804
Polr1c,0.9356352629464935,0.008740232
2310047D07Rik,0.7965212205758172,-0.44221005
Gm10273,0.9356375557542893,0.04011487
Gm19412,0.7965159712548054,-0.21843463
Fam188b,0.935768212739567,0.07551102
Tcn2,0.7964936383398405,-0.035562053
Mvk,0.9362625166328978,0.014484424
BC021785,0.7962750304724358,-0.21169332
Repin1,0.9364463882878606,0.022652943
Tada1,0.796002498356523,-0.051734973
Ypel1,0.9366292904695727,0.02357843
Tpgs1,0.7956418166070826,-0.03289552
Dnase1l2,0.9366593746924713,0.13987327
Rad54l2,0.7955078764508932,-0.067385934
Tmem144,0.9368874742069654,0.038105004
Parp14,0.7953284468461743,-0.07531087
B3gntl1,0.9370530690593644,0.036456764
Gripap1,0.795132672550561,-0.043617237
Mxra8,0.9370868756587574,0.05417843
Zfp763,0.7950538456456728,-0.103961125
Kcnk6,0.9372019421832631,0.05391361
Rad51d,0.7949018655491226,-0.047679096
Cyp2c68,0.9373406508323285,0.05384663
Nxt1,0.7947570454245241,-0.039988454
Nova2,0.9373388289976514,0.1031732
Ccdc15,0.7942139280316806,-0.16404234
Esrp2,0.9373811560012268,0.01518846
Iqcd,0.7939510151877984,-0.19333032
Zfp131,0.937531671078348,0.012331592
Sfi1,0.7939456520609793,-0.072729275
Cables1,0.9376453881328825,0.03403612
Galc,0.7938164246830797,-0.11069514
Tenm3,0.9380141841259972,0.10351567
Zfp335os,0.7937534442873387,-0.13383219
Rgs7bp,0.9380865793945604,0.12701942
Map7d1,0.7934433315796552,-0.12310976
Ndufb6,0.9383504551646584,0.0050448095
Abcg8,0.7934304629294655,-0.08383567
Bcl7a,0.9383706211325403,0.014724088
Lasp1,0.7933937432694593,-0.025293864
Cul4a,0.9384859188982533,0.012111771
Spred2,0.7933693787950281,-0.04973839
Zswim7,0.9386660127789828,0.013051912
Xrcc6bp1,0.7933312391759558,-0.07589475
Atp6v1h,0.9389269576018673,0.010967734
Parn,0.7931557425936274,-0.054701556
4732440D04Rik,0.9391206779474326,0.028385814
Ifi27,0.7930128786575048,-0.025934117
Rbm14,0.9391637611942371,0.010564399
Pum3,0.7929975059919678,-0.039010968
Spin2c,0.9393036430820607,0.09317089
Pias3,0.7927687060869325,-0.08379615
Ddx26b,0.9395554149609523,0.15519841
Rcbtb2,0.7925770515707876,-0.04378418
Pram1,0.9398190675578451,0.13259128
Gemin7,0.7925467046271985,-0.02576354
Tnfrsf25,0.9398481868630071,0.034871936
B3gnt6,0.7924023827659461,-0.10172826
Tab1,0.9404637383898302,0.016469399
Gpr21,0.7922119375971459,-0.27426988
Mboat2,0.9406814509214991,0.016296623
1810046K07Rik,0.7921770040731346,-0.022038698
Akirin1,0.9407147557982549,0.008275638
Cwc22,0.7920605590365916,-0.06291495
Kcnd3os,0.9407504806818905,0.056653418
Ttc30b,0.7916803451161805,-0.09131383
Rabl3,0.9407637430891416,0.02039387
Gm26549,0.7915866892194823,-0.27978107
Arhgef3,0.9408747570911914,0.07729204
Pard3b,0.7914704112828161,-0.09938021
Skiv2l,0.9412018472168786,0.012437493
Gramd4,0.7913594894716194,-0.07372441
Asxl1,0.9412109814538188,0.016798738
Ttc27,0.7911884476955312,-0.08389201
Fam58b,0.9414296320843536,0.012645179
Rgs13,0.7911127081397666,-0.029689444
Sema6c,0.9414419466729347,0.019504778
Cmtm3,0.7909620610925601,-0.06380478
Rwdd3,0.9417642130620081,0.036970954
Sae1,0.7908841247451125,-0.031633534
Plk1,0.9422123896888155,0.020836484
Mpp7,0.7908557469238752,-0.068802
RP23-213H1.2,0.9423540512654346,0.13017364
Fam120b,0.7904849640493037,-0.044707354
Rpn1,0.9424983381433647,0.0059331795
Foxo1,0.790385202869352,-0.06612735
Stx2,0.9427226438042567,0.07260509
Sgsm3,0.7900400606574898,-0.05836355
Usp48,0.9427934102145977,0.012342049
Syt13,0.7898173213320969,-0.48023695
Gpatch4,0.9428571385973507,0.012782946
Pafah1b2,0.7893994383270679,-0.03649271
Micall2,0.943126420273479,0.020525597
Fam83b,0.7890668729979432,-0.16261372
Gm12216,0.9432420773016896,0.024472889
Ppard,0.7889724480958061,-0.05087731
Lmf1,0.9432518861845938,0.010186801
Nxt2,0.7889005104448645,-0.04890752
Tmed5,0.9433964992040068,0.010984105
Zfp930,0.7886498972188978,-0.098287895
Elmod2,0.9435084734180851,0.025422731
Commd1,0.7886072690442996,-0.022042109
Terf1,0.9435335469354971,0.014379702
Mcat,0.78847232199675,-0.05208325
Dnhd1,0.9436033822065808,0.063271984
Ablim1,0.7883513552048684,-0.09713519
Adgrb2,0.943726537161589,0.088744536
Cmpk1,0.7881475937534813,-0.020136165
Gm10827,0.9439468157045176,0.12282941
1700086O06Rik,0.7880053044955164,-0.09010092
Srsf4,0.9439638757648958,0.009712301
Ddx41,0.7877485821534295,-0.035526793
Stk38l,0.9440725326604733,0.0131829
Glipr1,0.787656865856307,-0.1746247
Atg10,0.9441329901370472,0.017627945
Foxj3,0.7874682052015334,-0.071623385
Txnrd2,0.9441548474633323,0.013872521
Nhp2,0.7873211013671815,-0.025174739
Meig1,0.9444714310158272,0.12167787
Fam160b1,0.7871419121868234,-0.07360288
Igfbpl1,0.9448598585639687,0.014654669
Msra,0.7870611593188739,-0.037366975
Snx29,0.9448754341780509,0.027954808
Capn8,0.7868427860140732,-0.30760258
Vps11,0.9448894274722627,0.015918076
Pik3r3,0.7865947083148361,-0.045846228
Wdr78,0.9451380992336014,0.031564165
Tgfbi,0.7861929318448158,-0.12541507
Fundc2,0.9452475640995022,0.0074004587
Cfap43,0.7857234429766826,-0.33056363
Slc38a2,0.9456019139280539,0.010403733
Tfcp2,0.7856904905006099,-0.10702511
4632415L05Rik,0.9463097452389863,0.019381702
Heatr6,0.7854898760286777,-0.05014545
Aebp2,0.9463287278235671,0.009855638
Entpd3,0.7853336941875315,-0.34340414
Cnih2,0.9469623919517762,0.11640105
Ppig,0.7851928959057551,-0.02307262
Blcap,0.947039579979871,0.015421031
Psme2,0.7851139202021444,-0.020219022
Gm2237,0.9474560789944242,0.043434437
Nod1,0.7848696653699496,-0.24288508
Caml,0.9475213038185524,0.0093257995
Gm43796,0.7847614545576911,-0.14749825
4930503L19Rik,0.9483611211483491,0.08281237
Hist1h2bg,0.7847246305277831,-0.21368635
Slc35b2,0.9484802348250726,0.009558487
Zfyve16,0.7846465634344544,-0.091462135
Gm17354,0.9485083340696862,0.024964467
Zfp58,0.7844056365401064,-0.11286216
Ankrd11,0.948534539363096,0.006707042
9130604C24Rik,0.7842283585163492,-0.11866615
Rilpl2,0.9486612796461826,0.0063654073
Lace1,0.7840971571737462,-0.09219127
Lhfpl2,0.9489917972316415,0.13090561
Gm27030,0.7839301463541811,-0.46932524
Uap1l1,0.9490644913422946,0.010323437
Nfatc3,0.7839158810964856,-0.054890163
Ptprf,0.9491326009177781,0.005376692
Mrpl9,0.7838672324677542,-0.03195052
Asl,0.9491649436783337,0.008162718
Sdc3,0.7836403932978705,-0.43570167
Zfp638,0.9497286092918339,0.009007457
Igfals,0.7835250458432734,-0.33503553
Ppp4c,0.9501716966079692,0.005966962
Ube2e3,0.7834504516460215,-0.030390486
Tdp1,0.950403922830825,0.017902903
Gm7932,0.783027927282916,-0.09609378
Tvp23b,0.95044984834016,0.0077685574
Ppp1r3d,0.7825903289141886,-0.31863683
Cox16,0.9505045245614041,0.014352809
Spef1,0.7824249981886586,-0.07549368
2010315B03Rik,0.9506722081938732,0.011257887
Asic1,0.7821674829825744,-0.45994553
Magee1,0.9511850950658298,0.06849617
9330160F10Rik,0.7820859521699299,-0.18189028
Fbp2,0.951193610462906,0.0059316396
Frg1,0.7820488473987388,-0.025910798
Usp39,0.9514043206897076,0.010023705
Eif3j2,0.78151554876599,-0.0972774
Pip5kl1,0.9515726806541204,0.021757625
Lnx2,0.7811247125099958,-0.09759264
Ddx21,0.9517178012745988,0.008463371
Mroh2a,0.7808477273621953,-0.11967758
Fcnaos,0.9521890839940645,0.017400853
Fbxo30,0.7802207359118136,-0.08170958
Trp53bp2,0.9524829776798331,0.013521424
Uxt,0.7801102276299898,-0.035462864
RP24-259P13.2,0.9524853363647392,0.104370385
Isyna1,0.7801020116158516,-0.028069401
Cwc27,0.9525431537806771,0.013811151
Tardbp,0.7798938130975848,-0.027068496
Tmem128,0.9526041754108776,0.00706682
Acot2,0.7796542913643565,-0.07022727
Smkr-ps,0.9527225125440084,0.043957688
Med24,0.7795748404672845,-0.065213054
Fgf1,0.9528480522148611,0.058592316
Pigs,0.7795548645156386,-0.042650577
Clcn4,0.9530268952848684,0.0075948914
Hdac10,0.7795430185057689,-0.07937997
Carnmt1,0.9536243171898595,0.008672155
Nudt17,0.7795011404073339,-0.24544373
Mmgt1,0.9538520547886047,0.014145056
Tbc1d30,0.7794398293397474,-0.15446158
Kpna6,0.9539797040190954,0.011199533
Snrpe,0.7793759828571721,-0.018460838
Tmed3,0.9543427243664561,0.006684946
Mfap1a,0.7789553048863478,-0.045834627
Ilvbl,0.9547773334204381,0.007758468
Efna3,0.7788346434372695,-0.17327084
Rhbdd1,0.9549855016155411,0.019505663
Usp4,0.778790490408471,-0.039119743
Tnfsf13b,0.9550214284805131,0.045018997
Sbk1,0.778431518188792,-0.073428094
Cpt1c,0.9551190076596096,0.09876438
Apoo,0.7782629829015846,-0.038735576
Cldn6,0.9551332541475048,0.115069285
Exog,0.778195251218634,-0.082211904
Ift140,0.9551365299246023,0.019785076
Slc6a9,0.777844762107397,-0.07691926
Gm16008,0.9553468253260049,0.09802861
Irgm2,0.777831804315105,-0.14866544
Ulk2,0.9553797088069655,0.015429395
Gm3696,0.7775984833903244,-0.44403484
Mapk7,0.9557851372312927,0.015892357
Poglut1,0.777476321521748,-0.06607868
Stk11,0.9560758916380642,0.006332954
Tnfsf13os,0.7770651419753258,-0.031025287
Fam210b,0.956155696189021,0.012294165
Tmem116,0.7770401747140518,-0.045082685
Parp2,0.9567592792844942,0.0080659315
Dclk2,0.7769086850115021,-0.1760217
Gm10516,0.9568789357861156,0.0679282
Dnmt3bos,0.77669835528724,-0.19485836
Ecsit,0.9569527083629452,0.00858185
Kpna1,0.7766400573007662,-0.056113422
Hist1h2bk,0.9570105717630732,0.085818395
Tbc1d10c,0.7760536085825309,-0.18369333
Akap5,0.9571111552222167,0.09426135
A330050F15Rik,0.7756134912482755,-0.49683368
Pcmtd1,0.9571762394163843,0.008181941
Gm11423,0.7752310697411631,-0.10216418
Mterf2,0.9571962910668579,0.016958302
Gm10401,0.7739415634351691,-0.60788834
Inpp4b,0.9572860625857159,0.06558414
Gtf2f2,0.7736505312176994,-0.031612877
9130409J20Rik,0.9574525181372565,0.013123727
Rnf187,0.7726874323412468,-0.027153013
Crygn,0.9575626140474952,0.1088058
Slc27a1,0.7725334668431209,-0.051655363
Micu2,0.9577495096870801,0.006646023
Gm15351,0.7724250888824415,-0.20887688
Zfp438,0.9577972249151656,0.029848233
Vars,0.7723505269006566,-0.046673782
Trmt10a,0.9579482721962109,0.01562966
Ift43,0.7721621376161963,-0.035078663
Med8,0.9579601472831332,0.004897282
Cdnf,0.7719577677849127,-0.45995766
Anapc15,0.9583594842716437,0.008018768
Rccd1,0.7718583530976273,-0.11442685
Rbfox3,0.958931722095939,0.057152007
Rundc3a,0.7717145972308237,-0.101544335
Ubr2,0.9589633297472208,0.007984405
Samd13,0.7711299430375509,-0.28559244
Gmeb1,0.9594950396178019,0.011205884
Cdk5rap2,0.7708887293255281,-0.093414575
Oxsr1,0.9595041449357573,0.010210185
Wdfy3,0.7708302504481359,-0.08102044
Gm3558,0.9595175783357641,0.10380549
Trim33,0.7701477268889405,-0.061529357
Gm42722,0.9596973607520819,0.06355994
Rmi1,0.7698094305547283,-0.07080702
Slitrk6,0.9597642231114726,0.04877455
Slc39a2,0.76972128084303,-0.41910142
Desi2,0.9600862994838644,0.007061703
Gm43569,0.7694824239414042,-0.38847038
Hmg20a,0.9603571604274992,0.012178404
Spryd4,0.7693759917874428,-0.059358973
Lactb2,0.9604391084875938,0.010249935
Rnf215,0.7693147996480878,-0.06570692
Kctd5,0.9606023566031234,0.007146537
Tnks1bp1,0.7692852398599983,-0.08055912
Nucks1,0.9606328871284735,0.0048867613
Xpnpep3,0.7691608914767063,-0.11359621
Dck,0.9606811880107384,0.017301872
Tsacc,0.768921002763929,-0.088962175
Prrc2c,0.9607992305378451,0.0043597156
4930415O20Rik,0.7688237102862239,-0.20433944
2210008F06Rik,0.9608557191748152,0.10034441
Smpd4,0.7688129226010841,-0.081579246
A330017A19Rik,0.9613541699975326,0.017270958
Acad10,0.7687220246915062,-0.1167266
Baiap2l1,0.9613758059567985,0.008120618
Ccnl1,0.768432665616744,-0.03163354
A530083I20Rik,0.9616554514841403,0.09830761
Gm6710,0.7679059508628527,-0.11414762
Gng13,0.9617488912304899,0.004541131
1810009A15Rik,0.7678007993212189,-0.17397855
Sh2b2,0.9617558487533562,0.014451723
