,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Etfb,0.32339308,,,2.096562414930945e-09,3.87819908606121e-07,,0.32339308
Ran,0.32462475,,,2.340639744693851e-09,4.2845898159901087e-07,,0.32462475
Abcd3,0.5622087,,,3.0565262065840326e-09,5.480850513091959e-07,,0.5622087
Eif5a,0.21276759,,,3.338560989273139e-09,5.9261143701512e-07,,0.21276759
Hras,0.45632136,,,4.864977514697537e-09,8.38159312409606e-07,,0.45632136
Ucp2,0.27282086,,,6.207728261191903e-09,1.048927007056974e-06,,0.27282086
Map2k2,0.32059872,,,7.611864921906559e-09,1.2739362121206093e-06,,0.32059872
1110008F13Rik,0.2793468,,,8.236035693274573e-09,1.3526341611020007e-06,,0.2793468
Tm4sf4,0.71703184,,,9.383470750423861e-09,1.526812328677764e-06,,0.71703184
Kif5b,0.33869466,,,9.84170281917976e-09,1.586681134325192e-06,,0.33869466
Eif1ad,0.58963823,,,1.2732016843676905e-08,2.0221475176734327e-06,,0.58963823
Lrrc59,0.41169465,,,1.2772911538254769e-08,2.0221475176734327e-06,,0.41169465
Mrpl12,0.22071232,,,1.3520390125922995e-08,2.102600138786237e-06,,0.22071232
Mrpl20,0.32812026,,,1.5735823483654512e-08,2.3838416041229376e-06,,0.32812026
Cotl1,0.3943215,,,1.7464628362361964e-08,2.579041295897368e-06,,0.3943215
Atp5g1,0.17481944,,,2.105577007122063e-08,3.0328938316521323e-06,,0.17481944
Birc5,0.7245522,,,2.2042579615744932e-08,3.149221557621835e-06,,0.7245522
Mgll,1.6271801,,,2.4671236032493625e-08,3.496351861282342e-06,,1.6271801
Fkbp4,0.2631749,,,2.5419420745191525e-08,3.5735638460420055e-06,,0.2631749
Hsp90b1,0.27242628,,,2.7258949046363768e-08,3.795558814874824e-06,,0.27242628
Jund,0.3942916,,,2.80831380783115e-08,3.855507698829437e-06,,0.3942916
Edf1,0.21864071,,,2.8863616342748355e-08,3.9319405425667975e-06,,0.21864071
Tomm40,0.3993674,,,2.9734819584358372e-08,4.0194614196609975e-06,,0.3993674
Srsf5,0.35656908,,,3.084769874827384e-08,4.138065725980276e-06,,0.35656908
Prelid2,0.57415885,,,3.157906319131342e-08,4.204082405007202e-06,,0.57415885
Defa21,0.54506654,,,3.5247898417411324e-08,4.657227961572701e-06,,0.54506654
Prap1,0.46359906,,,4.0536063886929195e-08,5.315972020037364e-06,,0.46359906
Pgp,0.3298527,,,4.187646020964481e-08,5.451074335289543e-06,,0.3298527
Itln1,0.4994901,,,5.651484320368836e-08,7.093823854417254e-06,,0.4994901
Plpp1,1.0472213,,,7.070254953824079e-08,8.749689457996517e-06,,1.0472213
Cnbp,0.24838701,,,1.1669121353332278e-07,1.4142170313248836e-05,,0.24838701
Nudt19,0.3951596,,,1.430968354159961e-07,1.69908154646304e-05,,0.3951596
mt-Co2,0.14874932,,,1.5346098376032003e-07,1.8031976532347414e-05,,0.14874932
Ces2e,0.70637274,,,1.6152693229570342e-07,1.8674426192318393e-05,,0.70637274
Defa22,0.5208804,,,1.758894139492386e-07,2.0201991315882157e-05,,0.5208804
Ak2,0.25525567,,,1.8224268798591634e-07,2.0795784129717585e-05,,0.25525567
Hint1,0.15548897,,,1.8605061957845455e-07,2.1093338953885043e-05,,0.15548897
Ict1,0.38307118,,,2.3249988044798584e-07,2.6163902900093497e-05,,0.38307118
Ppih,0.4870118,,,2.3386674586681412e-07,2.6163902900093497e-05,,0.4870118
Cdc34,0.5275698,,,2.352413735966979e-07,2.6163902900093497e-05,,0.5275698
Mpc2,0.21564364,,,2.4490549104022527e-07,2.706744776131999e-05,,0.21564364
Tpi1,0.23774254,,,2.6366037194139977e-07,2.8778283951094525e-05,,0.23774254
Alyref,0.4094655,,,2.669505914059555e-07,2.8957547794918866e-05,,0.4094655
Eci2,0.41957498,,,2.807168101561658e-07,3.0264027637265652e-05,,0.41957498
Defa-rs1,1.0325301,,,3.078676040703077e-07,3.2988764672728766e-05,,1.0325301
H2afy,0.25618762,,,3.1739198883604044e-07,3.3803208604943874e-05,,0.25618762
Acadl,0.52964044,,,3.2319566689221203e-07,3.421396056805326e-05,,0.52964044
Eif4e,0.46654058,,,3.3221392868939444e-07,3.495805610095047e-05,,0.46654058
Defa3,1.0472426,,,3.713125199067873e-07,3.841048115109418e-05,,1.0472426
Lyar,0.42392176,,,3.715803673639112e-07,3.841048115109418e-05,,0.42392176
Ddx3x,0.32528275,,,4.1842472848607775e-07,4.299986990459558e-05,,0.32528275
Hsdl2,0.9323939,,,4.814941894805521e-07,4.91935894868706e-05,,0.9323939
Psmc2,0.43645996,,,4.947404931244282e-07,5.025476696922299e-05,,0.43645996
Gsto1,0.29998913,,,5.30544101020696e-07,5.358190509906144e-05,,0.29998913
Mrto4,0.47948134,,,6.444060046156257e-07,6.375389434747539e-05,,0.47948134
mt-Cytb,0.14435016,,,6.457743808029716e-07,6.375389434747539e-05,,0.14435016
Mrfap1,0.18925083,,,6.628829691765081e-07,6.507733194044009e-05,,0.18925083
2210407C18Rik,0.9304659,,,6.689971477321938e-07,6.531270487276579e-05,,0.9304659
Gpx2,0.25184923,,,6.905840587066849e-07,6.667930584424491e-05,,0.25184923
Eif6,0.28247967,,,7.028651993273512e-07,6.749426310262045e-05,,0.28247967
Haus7,0.92873085,,,7.1183764043081e-07,6.798436334397079e-05,,0.92873085
Arpc5l,0.40317467,,,7.249929081101475e-07,6.886648850929525e-05,,0.40317467
Nudc,0.37373412,,,8.067159450283919e-07,7.500750953430651e-05,,0.37373412
Galk1,0.46335977,,,9.31744708669009e-07,8.617657771284472e-05,,0.46335977
Tagln2,0.24288498,,,9.601008685791707e-07,8.833430661540193e-05,,0.24288498
Hspd1,0.23242292,,,1.0164950116496191e-06,9.255371419543397e-05,,0.23242292
Defa26,1.139867,,,1.1163495799706773e-06,0.00010060313419910109,,1.139867
Tomm5,0.21209782,,,1.3741021398452465e-06,0.0001225740959568554,,0.21209782
Cdca3,0.5538028,,,1.5782116722101342e-06,0.0001393664005816517,,0.5538028
Mlf2,0.31226525,,,1.6032204904880398e-06,0.0001408669683967316,,0.31226525
Mrpl57,0.24658738,,,1.6341804034996983e-06,0.00014216560510247624,,0.24658738
Abhd17a,0.3927734,,,1.6966758796806618e-06,0.00014687529671738065,,0.3927734
Erh,0.23195477,,,1.7211385390540245e-06,0.0001482625860137077,,0.23195477
Psma3,0.22577469,,,1.7400039056631113e-06,0.00014862367629118727,,0.22577469
Ptges3,0.2671936,,,1.7471295227487285e-06,0.00014862367629118727,,0.2671936
G3bp1,0.30814195,,,1.817471846555106e-06,0.00015355015749765806,,0.30814195
Hn1,0.20002562,,,2.8662882316425784e-06,0.00023105175731493135,,0.20002562
Nucks1,0.33475137,,,2.9536783156894166e-06,0.00023700908238178135,,0.33475137
Odc1,0.2986802,,,2.9953298073129056e-06,0.00023913062917808934,,0.2986802
Akr1b8,1.6874548,,,3.0073333550536472e-06,0.00023913062917808934,,1.6874548
Pdia6,0.2571834,,,3.5178442029056595e-06,0.000275978018650273,,0.2571834
H2-K1,0.27398956,,,3.5412153666708053e-06,0.0002765767895044714,,0.27398956
Nudcd2,0.35425603,,,3.923069901474696e-06,0.00030236889201146856,,0.35425603
Cenpv,0.2986482,,,3.9803676046746235e-06,0.0003041173909432485,,0.2986482
Fbp2,0.33539775,,,4.192802086956953e-06,0.0003189615198012751,,0.33539775
Mrpl18,0.21858762,,,6.721309192278195e-06,0.0005026109210038499,,0.21858762
mt-Atp6,0.12150927,,,7.246743625486667e-06,0.0005396060412316831,,0.12150927
Hmgb1,0.24412927,,,8.034339096501758e-06,0.0005932245417765772,,0.24412927
Rnf126,0.48521546,,,8.773947461647343e-06,0.0006451237604331747,,0.48521546
Dpy30,0.25273445,,,8.869436986290663e-06,0.0006494275673336909,,0.25273445
Pex11a,0.73010606,,,9.103837944096903e-06,0.0006638246646954974,,0.73010606
Snrpa1,0.38563034,,,9.284985270413024e-06,0.000671461095296165,,0.38563034
Snrpd1,0.24490552,,,9.284985270413024e-06,0.000671461095296165,,0.24490552
Aadac,0.6149315,,,9.326363486278284e-06,0.0006716892850179029,,0.6149315
Hdgf,0.24493685,,,9.379822964627051e-06,0.0006727821590097598,,0.24493685
Srsf2,0.2432471,,,9.688333293443672e-06,0.000692085694982462,,0.2432471
Smc2,0.567991,,,1.0505903235859686e-05,0.0007444364417893639,,0.567991
Cenpa,0.6270371,,,1.0781428386935865e-05,0.0007548288487793783,,0.6270371
Hsd17b11,0.56868666,,,1.1070820448593769e-05,0.0007720139989807075,,0.56868666
Cyp2c65,1.2719153,,,1.1576968942751606e-05,0.0008041188744307271,,1.2719153
Pdap1,0.21771929,,,1.1879234259190724e-05,0.0008218652899084984,,0.21771929
Por,0.7284436,,,1.2234999534520547e-05,0.0008365978475491423,,0.7284436
Ssr2,0.21271601,,,1.3124220194369711e-05,0.0008904707392882585,,0.21271601
Dhrs11,0.5915992,,,1.3625617404093971e-05,0.0009174060331116604,,0.5915992
Gstm3,0.94021577,,,1.4629040986234543e-05,0.0009812066307293879,,0.94021577
Pfn1,0.13248587,,,1.4904587501809378e-05,0.000994585125147449,,0.13248587
Cdk2ap1,0.40152335,,,1.4941698801509505e-05,0.000994585125147449,,0.40152335
Clps,0.577322,,,1.5518679252601122e-05,0.001025224625962254,,0.577322
Psma4,0.24541801,,,1.5644358502050804e-05,0.0010296565990881603,,0.24541801
Phf5a,0.24639511,,,1.5712433241119783e-05,0.0010302783184559625,,0.24639511
Lamtor1,0.2991556,,,1.6500543560658538e-05,0.0010726295731629842,,0.2991556
Pcyt2,0.46559843,,,1.6520976570959764e-05,0.0010726295731629842,,0.46559843
Carhsp1,0.26874745,,,1.6541433695280755e-05,0.0010726295731629842,,0.26874745
Calr,0.18353468,,,1.6882481774992752e-05,0.0010907200449703958,,0.18353468
Timm9,0.3770582,,,1.7039709306006143e-05,0.0010968454638624395,,0.3770582
Aars,0.37368926,,,1.7304860429275818e-05,0.001109847855195854,,0.37368926
Ilf2,0.3881156,,,1.7584785904305494e-05,0.001120319369431478,,0.3881156
U2surp,0.35061577,,,1.7595637965235757e-05,0.001120319369431478,,0.35061577
Pycard,0.18920387,,,1.7748238427779104e-05,0.0011219057334221662,,0.18920387
Park7,0.20849982,,,1.7748238427779104e-05,0.0011219057334221662,,0.20849982
Ctsh,0.39715278,,,1.7836003969001732e-05,0.001123412536728557,,0.39715278
Dgat1,0.45092714,,,1.8587448421842522e-05,0.0011665615397037092,,0.45092714
Psmd7,0.35411,,,2.009535438588564e-05,0.0012522541227771927,,0.35411
Tubb2b,0.67235005,,,2.0543545966091184e-05,0.001275659834848482,,0.67235005
Asns,0.5439941,,,2.0885918626740805e-05,0.001292352986013085,,0.5439941
Nhp2,0.2531567,,,2.2930977298645665e-05,0.0014139160142775447,,0.2531567
Ccl6,0.70752007,,,2.432474394905517e-05,0.0014946109280305825,,0.70752007
Ubb,0.14720239,,,2.4532441951253085e-05,0.0015021205658863083,,0.14720239
Lgals9,0.23542286,,,2.4892426388547464e-05,0.001518870169881752,,0.23542286
Znhit2,0.58289564,,,2.5736437198105774e-05,0.00156493567779347,,0.58289564
Ciapin1,0.5020008,,,2.6415186045796787e-05,0.0016006691875268516,,0.5020008
Nsmce4a,0.3743176,,,2.6963887837471713e-05,0.0016283037833948123,,0.3743176
Sssca1,0.3974825,,,2.7690073890627206e-05,0.0016664303715068216,,0.3974825
Scarb2,0.499278,,,2.8077033811332117e-05,0.001683951246302182,,0.499278
Thoc7,0.22637671,,,2.8520656622806002e-05,0.0017047397919475167,,0.22637671
Sf3b5,0.22081299,,,2.9233780573756947e-05,0.0017414414441445114,,0.22081299
Dbi,0.1717137,,,3.071119014944852e-05,0.0018232694070819554,,0.1717137
Mrps14,0.21659385,,,3.1194266761975614e-05,0.0018457132990175,,0.21659385
Ndufb6,0.23601145,,,3.13067668872641e-05,0.0018461537399660807,,0.23601145
Cdca8,0.54424334,,,3.227870679600972e-05,0.0018971027241681563,,0.54424334
Mrps10,0.3812663,,,3.286375654838565e-05,0.0019250493127492703,,0.3812663
Mrpl36,0.25102553,,,3.3041226665711934e-05,0.001929014871084903,,0.25102553
Sod1,0.24350676,,,3.459724196501234e-05,0.002013169976990602,,0.24350676
Mrps26,0.3071143,,,3.5348373669095646e-05,0.002049446166458598,,0.3071143
Slc25a20,0.7336637,,,3.5453914220873715e-05,0.002049446166458598,,0.7336637
Mttp,0.693033,,,3.617956555369521e-05,0.002070956043892788,,0.693033
Hspe1,0.13307327,,,3.656942102667982e-05,0.002086475440590404,,0.13307327
Tipin,0.44442347,,,3.906309126649867e-05,0.0022215394913468645,,0.44442347
Cox5a,0.15361342,,,4.0095557819926285e-05,0.002272900766353434,,0.15361342
Ube2l3,0.24966858,,,4.198978448188577e-05,0.002372625346302825,,0.24966858
Tm4sf5,0.30937007,,,4.420265856426092e-05,0.0024896580735569137,,0.30937007
Ckb,0.5515406,,,4.796921662668555e-05,0.0026845956808303987,,0.5515406
Mrpl28,0.20988019,,,5.143368241298617e-05,0.0028602661425424242,,0.20988019
Nhp2l1,0.22880708,,,5.348726975800652e-05,0.0029650845156386388,,0.22880708
Dmbt1,0.44966623,,,5.370625029275856e-05,0.0029678614352032897,,0.44966623
Hdac3,0.46535274,,,5.729423324309286e-05,0.0031562117892817267,,0.46535274
Dnajc3,0.31082383,,,5.888089272688482e-05,0.003223407875045317,,0.31082383
Mettl7b,0.8461757,,,5.94649703281901e-05,0.0032452730545878402,,0.8461757
Ywhae,0.14906871,,,6.553970159707534e-05,0.0035437820805089386,,0.14906871
Cpt2,0.46585205,,,7.023346914766792e-05,0.0037859286912023567,,0.46585205
Hnrnpf,0.1951971,,,7.94939434153572e-05,0.004246039719264656,,0.1951971
Hsd17b4,0.4323314,,,7.981254896516913e-05,0.004250139160499749,,0.4323314
Bop1,0.52279025,,,8.072951514604508e-05,0.004285981177224925,,0.52279025
Hmgb2,0.4062322,,,8.212365591371199e-05,0.004346864474011026,,0.4062322
Pxmp4,0.56300604,,,8.320787484359097e-05,0.004391026980860133,,0.56300604
Pgd,0.31777287,,,8.531983328082814e-05,0.004488998294143691,,0.31777287
Slmo2,0.3393094,,,8.634557644938069e-05,0.004509678504504512,,0.3393094
Rnps1,0.3254346,,,8.66900723559666e-05,0.004509678504504512,,0.3254346
Timm17a,0.30970106,,,8.673939193777528e-05,0.004509678504504512,,0.30970106
Eif5,0.15632762,,,8.743265571908359e-05,0.004526695835610162,,0.15632762
Cars,0.79924226,,,8.758189177189183e-05,0.004526695835610162,,0.79924226
Calm1,0.11720052,,,8.798103201485344e-05,0.004533990251017653,,0.11720052
Ube2d3,0.20029595,,,8.838189034657886e-05,0.004541330289650381,,0.20029595
Mgst1,0.25637543,,,8.92901392010601e-05,0.0045746227876974615,,0.25637543
Srsf3,0.21563387,,,9.53042527825286e-05,0.004868551262056323,,0.21563387
Dnajc10,0.33262455,,,9.776012351959147e-05,0.00497953232060806,,0.33262455
Dph3,0.24735698,,,0.00010089979377361692,0.005124601375675637,,0.24735698
Timm13,0.17634636,,,0.00010124177548506261,0.005127151932561975,,0.17634636
Ccdc124,0.2801092,,,0.0001041344746039006,0.005258491730500992,,0.2801092
Ppic,0.7192866,,,0.000105491150177116,0.0053025225543217045,,0.7192866
Map2k3,0.35282636,,,0.00010560990690335154,0.0053025225543217045,,0.35282636
Fabp5,0.6821498,,,0.00010770868205862992,0.005392491936798585,,0.6821498
Zfp91,0.28767988,,,0.00010880331598474428,0.005431820090340657,,0.28767988
E2f4,0.38452834,,,0.0001113984180923255,0.005533058217971059,,0.38452834
Alg3,0.6968881,,,0.00011146091214714362,0.005533058217971059,,0.6968881
Etfdh,0.423781,,,0.00011360549466857458,0.005623631993833412,,0.423781
Set,0.19389783,,,0.00011735398466820446,0.005792869585883025,,0.19389783
Rnaseh2c,0.2543853,,,0.00011860709110508836,0.005838326084004811,,0.2543853
Degs2,0.27376527,,,0.00011933832963162858,0.005851457891156512,,0.27376527
Ubc,0.23691344,,,0.00011960528690951881,0.005851457891156512,,0.23691344
Mrps25,0.31253192,,,0.00011987280719378276,0.005851457891156512,,0.31253192
Psmb6,0.18676826,,,0.00012353999822317882,0.006013762849794796,,0.18676826
1700021F05Rik,0.4600692,,,0.00012450787242159492,0.006027484413401343,,0.4600692
Mtfp1,0.47244096,,,0.00012618373492263252,0.006091831796141267,,0.47244096
Srpk1,0.30023497,,,0.00012681764715806364,0.006105661680845624,,0.30023497
Pop5,0.25224498,,,0.00012717111638386054,0.006105950896758419,,0.25224498
Pfkl,0.5047551,,,0.00013384302724048818,0.006374047473433872,,0.5047551
Snf8,0.24094363,,,0.0001357875192788688,0.006449173179155571,,0.24094363
Mrpl17,0.29712832,,,0.00013860061037314757,0.006547942025534498,,0.29712832
Mrpl51,0.22129622,,,0.00013890799499063428,0.006547942025534498,,0.22129622
Pmf1,0.35490814,,,0.00014487172709772171,0.006807034385797496,,0.35490814
Mrps24,0.18537204,,,0.00014672354049721423,0.006857374407333899,,0.18537204
Tmem14c,0.18219194,,,0.0001508263931417019,0.007011831234600866,,0.18219194
Lbr,0.34867316,,,0.00015376239410524897,0.007129463196864223,,0.34867316
Taf10,0.22674422,,,0.00015554972966630893,0.007155694762895411,,0.22674422
Dnajc8,0.2943912,,,0.00015900840382621442,0.007295704126470146,,0.2943912
Hist1h2ap,0.67244136,,,0.00016023594408341125,0.0073328808473379845,,0.67244136
Sult1d1,0.36078534,,,0.0001612952136346539,0.007362183868056553,,0.36078534
Tmem33,0.3165399,,,0.00016253935549954358,0.007399751539361345,,0.3165399
Mdh2,0.20796292,,,0.00016623505909265076,0.007528991477925649,,0.20796292
Dctpp1,0.24268673,,,0.00016723995670271693,0.007555032799837646,,0.24268673
Psme3,0.348754,,,0.00016834272483484724,0.007585350521853258,,0.348754
Pfkp,0.6168831,,,0.00017159833080876327,0.007712269737346284,,0.6168831
Sec13,0.2475208,,,0.00017358002303678787,0.007781433022513962,,0.2475208
Dus1l,0.38718927,,,0.00018451763068481222,0.008229767319858389,,0.38718927
Tmem266,1.2037593,,,0.0001876575884777112,0.00834862481599701,,1.2037593
Coq7,0.3429347,,,0.00018857855404030616,0.008368411439773486,,0.3429347
Tmem147,0.16625904,,,0.00019324745118446884,0.008553998638953831,,0.16625904
Emc10,0.29116398,,,0.00019461633527069572,0.008590041794011691,,0.29116398
Eif2s1,0.2866718,,,0.00019503936014400868,0.008590041794011691,,0.2866718
Bbip1,0.31277144,,,0.00020813927925917306,0.009098585956272259,,0.31277144
Slc22a1,0.500139,,,0.00020915437386702387,0.009112460476369703,,0.500139
2810417H13Rik,0.4254553,,,0.0002094937706967143,0.009112460476369703,,0.4254553
Cpt1a,0.3252072,,,0.00021257170385265131,0.009200794462568083,,0.3252072
Ddx39,0.30110002,,,0.0002148789789089446,0.009270062945705678,,0.30110002
D8Ertd738e,0.16905604,,,0.00021522709166607392,0.009270062945705678,,0.16905604
Sfxn1,0.24295874,,,0.0002224212760191938,0.009553746887898689,,0.24295874
Ndufab1,0.16005766,,,0.0002229008264973802,0.009553746887898689,,0.16005766
Naa15,0.35572466,,,0.0002238628406703881,0.009571634304381339,,0.35572466
Fastkd2,0.6030813,,,0.00022531317231083112,0.009610263051015134,,0.6030813
Cst6,0.8645703,,,0.0002326980724595691,0.009901218468116242,,0.8645703
Fam136a,0.33863214,,,0.00023457946939951015,0.00992525817927761,,0.33863214
Ccnb2,0.5082034,,,0.00023495745760994058,0.00992525817927761,,0.5082034
Ffar2,0.680583,,,0.00023596822219525287,0.009944051723350548,,0.680583
Naa50,0.29765773,,,0.00023876890287606562,0.010038004617801678,,0.29765773
Mtdh,0.20774928,,,0.00024224872978182422,0.010159992669346054,,0.20774928
Ahsa1,0.26624197,,,0.0002502865018628614,0.010422475585867447,,0.26624197
Aldh9a1,0.30214846,,,0.0002502865018628614,0.010422475585867447,,0.30214846
Cebpb,0.553904,,,0.0002540591290644211,0.010529672346813849,,0.553904
Fen1,0.45824748,,,0.00026358482856053916,0.010873183549986749,,0.45824748
Slc39a5,0.37685022,,,0.00027257368514305104,0.011191442450978589,,0.37685022
Cgref1,0.3836466,,,0.00027417233242620775,0.011230840087938808,,0.3836466
Tuba1c,0.3931916,,,0.0002793175940842151,0.011414995536841655,,0.3931916
Acot2,1.0297546,,,0.00028110241547673194,0.011452970382030556,,1.0297546
Plaa,0.47980767,,,0.0002872815155914671,0.011659117952630142,,0.47980767
Mrpl35,0.27747625,,,0.000290495482360706,0.011762389657890983,,0.27747625
Sdf2l1,0.32835355,,,0.0002937431086557916,0.01186654631817983,,0.32835355
Cops6,0.29787052,,,0.0002992315031415544,0.012045668543855763,,0.29787052
2210016F16Rik,0.338748,,,0.00029954800851675687,0.012045668543855763,,0.338748
Pbk,0.5851172,,,0.00030562150633659885,0.012261841851262674,,0.5851172
Coa3,0.17025186,,,0.0003067528103179834,0.012279196208924651,,0.17025186
Ly6e,0.2771322,,,0.00031181016689213443,0.012453272869989724,,0.2771322
Ssna1,0.31322345,,,0.00031345815405949034,0.01249070326822545,,0.31322345
Sae1,0.33912826,,,0.0003172795208313403,0.012557551845876447,,0.33912826
Apoa1,0.8696163,,,0.0003319579173643308,0.013050327699873345,,0.8696163
Pgam1,0.26290897,,,0.00033300534874009983,0.013053734109984273,,0.26290897
Ccna2,0.4923722,,,0.0003335302233758003,0.013053734109984273,,0.4923722
Cnih4,0.25917432,,,0.0003456370468491329,0.013467582758935283,,0.25917432
Plin2,0.36231995,,,0.0003498241924957,0.013598988913801225,,0.36231995
Fnta,0.36266923,,,0.00035055721720548313,0.013598988913801225,,0.36266923
Ube2a,0.2960803,,,0.0003531341327350942,0.013668779988003987,,0.2960803
Rad51,0.5922775,,,0.0003546145992333821,0.013695917257864227,,0.5922775
Bysl,0.7045614,,,0.0003592785553934451,0.013845618539318006,,0.7045614
Jagn1,0.3027021,,,0.00036191536370841173,0.013916714849995447,,0.3027021
Lsm12,0.27364126,,,0.00038627348843053605,0.014756486983021325,,0.27364126
Pon2,0.24555941,,,0.00038768185198785555,0.014778163091068516,,0.24555941
Pdia4,0.3237258,,,0.00040601161099793157,0.015443381039105307,,0.3237258
Polr2j,0.18302612,,,0.0004117304075215997,0.015627080888503394,,0.18302612
Aqp11,0.437638,,,0.0004127976656646321,0.015633821936906423,,0.437638
Ccnb1,0.64044166,,,0.0004155846416151138,0.015705524531403,,0.64044166
Rab1b,0.4067016,,,0.0004199066315136803,0.01582542869532907,,0.4067016
Mars,0.56880885,,,0.00042055853870817027,0.01582542869532907,,0.56880885
Tmed5,0.37281632,,,0.0004465026135251414,0.01669444771803683,,0.37281632
Brix1,0.37226754,,,0.0004506598269845002,0.01681410857664251,,0.37226754
Smchd1,0.4162402,,,0.00046050088018818473,0.01714487704988765,,0.4162402
Ube2c,0.46422574,,,0.00046334922347048013,0.017214452228428642,,0.46422574
Fxn,0.40036884,,,0.000495277935568685,0.018323198235260005,,0.40036884
Cks2,0.3403615,,,0.0005034460212646896,0.018566249306350802,,0.3403615
Hist1h4i,0.71509415,,,0.0005039606737113374,0.018566249306350802,,0.71509415
Mrpl15,0.24345422,,,0.0005104353504656832,0.018726263911760858,,0.24345422
Ppia,0.10941498,,,0.0005287100539248311,0.01935629537004387,,0.10941498
Mrps34,0.23582415,,,0.0005354804714255911,0.019563406079754497,,0.23582415
Akr7a5,0.22493887,,,0.0005437115904047601,0.019822912402868983,,0.22493887
Ptpn6,0.82471526,,,0.0005529018821692881,0.020032700657114207,,0.82471526
